Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1929/06/05,1929,06,05,CHN192906050,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Ernie Quigley,Charlie Moran,(none),Cy Pfirman,,,Ernie Quigley;Charlie Moran;Cy Pfirman,,
1929/06/06,1929,06,06,CHN192906060,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Cy Pfirman,Charlie Moran,(none),Ernie Quigley,,,Cy Pfirman;Charlie Moran;Ernie Quigley,,
1929/06/07,1929,06,07,CHN192906070,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Cy Pfirman,Ernie Quigley,(none),Charlie Moran,,,Cy Pfirman;Ernie Quigley;Charlie Moran,,
1929/06/08,1929,06,08,CHN192906080,Boston Braves,Chicago Cubs,Wrigley Field,Cy Rigler,Edward McLaughlin,(none),Bob Hart,,,Cy Rigler;Edward McLaughlin;Bob Hart,,
1929/06/09,1929,06,09,CHN192906090,Boston Braves,Chicago Cubs,Wrigley Field,Edward McLaughlin,Bob Hart,(none),Cy Rigler,,,Edward McLaughlin;Bob Hart;Cy Rigler,,
1929/06/10,1929,06,10,CHN192906100,Boston Braves,Chicago Cubs,Wrigley Field,Cy Rigler,Edward McLaughlin,(none),Bob Hart,,,Cy Rigler;Edward McLaughlin;Bob Hart,,
1929/06/12,1929,06,12,CHN192906120,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Beans Reardon,Barry McCormick,(none),(none),,,Beans Reardon;Barry McCormick,,
1929/06/13,1929,06,13,CHN192906130,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Barry McCormick,Beans Reardon,(none),(none),,,Barry McCormick;Beans Reardon,,
1929/06/15,1929,06,15,CHN192906150,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Beans Reardon,Barry McCormick,(none),(none),,,Beans Reardon;Barry McCormick,,
1929/06/16,1929,06,16,CHN192906160,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Barry McCormick,Beans Reardon,(none),(none),,,Barry McCormick;Beans Reardon,,
1929/06/17,1929,06,17,CHN192906170,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Cy Rigler,Lou Jorda,(none),George Magerkurth,,,Cy Rigler;Lou Jorda;George Magerkurth,,
1929/06/18,1929,06,18,CHN192906180,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Lou Jorda,George Magerkurth,(none),Cy Rigler,,,Lou Jorda;George Magerkurth;Cy Rigler,,
1929/06/19,1929,06,19,CHN192906191,St. Louis Cardinals,Chicago Cubs,Wrigley Field,George Magerkurth,Cy Rigler,(none),Lou Jorda,,,George Magerkurth;Cy Rigler;Lou Jorda,,
1929/06/19,1929,06,19,CHN192906192,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Cy Rigler,Lou Jorda,(none),George Magerkurth,,,Cy Rigler;Lou Jorda;George Magerkurth,,
1929/06/20,1929,06,20,CHN192906200,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Lou Jorda,George Magerkurth,(none),Cy Rigler,,,Lou Jorda;George Magerkurth;Cy Rigler,,
1929/06/21,1929,06,21,CHN192906210,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Beans Reardon,Ernie Quigley,(none),Barry McCormick,,,Beans Reardon;Ernie Quigley;Barry McCormick,,
1929/06/22,1929,06,22,CHN192906220,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Ernie Quigley,Barry McCormick,(none),Beans Reardon,,,Ernie Quigley;Barry McCormick;Beans Reardon,,
1929/06/23,1929,06,23,CHN192906230,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Barry McCormick,Beans Reardon,(none),Ernie Quigley,,,Barry McCormick;Beans Reardon;Ernie Quigley,,
1929/06/24,1929,06,24,CHN192906240,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Beans Reardon,Ernie Quigley,(none),Barry McCormick,,,Beans Reardon;Ernie Quigley;Barry McCormick,,
1929/07/02,1929,07,02,CHN192907020,Cincinnati Reds,Chicago Cubs,Wrigley Field,Lou Jorda,Cy Rigler,(none),Beans Reardon,,,Lou Jorda;Cy Rigler;Beans Reardon,Pinky Pittenger ejected by Lou Jorda,
1929/07/03,1929,07,03,CHN192907030,Cincinnati Reds,Chicago Cubs,Wrigley Field,Cy Rigler,Beans Reardon,(none),Lou Jorda,,,Cy Rigler;Beans Reardon;Lou Jorda,,
1929/07/04,1929,07,04,CHN192907042,Cincinnati Reds,Chicago Cubs,Wrigley Field,Lou Jorda,Cy Rigler,(none),Beans Reardon,,,Lou Jorda;Cy Rigler;Beans Reardon,Hack Wilson ejected by Lou Jorda;Ray Kolp ejected by Lou Jorda,
1929/07/23,1929,07,23,CHN192907230,New York Giants,Chicago Cubs,Wrigley Field,Bill Klem,Dolly Stark,(none),Cy Pfirman,,,Bill Klem;Dolly Stark;Cy Pfirman,,
1929/07/24,1929,07,24,CHN192907240,New York Giants,Chicago Cubs,Wrigley Field,Cy Pfirman,Bill Klem,(none),Dolly Stark,,,Cy Pfirman;Bill Klem;Dolly Stark,,
1929/07/25,1929,07,25,CHN192907250,New York Giants,Chicago Cubs,Wrigley Field,Bill Klem,Dolly Stark,(none),Cy Pfirman,,,Bill Klem;Dolly Stark;Cy Pfirman,,
1929/07/26,1929,07,26,CHN192907260,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Lou Jorda,Bob Hart,(none),Cy Rigler,,,Lou Jorda;Bob Hart;Cy Rigler,,
1929/07/27,1929,07,27,CHN192907271,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Bob Hart,Cy Rigler,(none),Lou Jorda,,,Bob Hart;Cy Rigler;Lou Jorda,,
1929/07/27,1929,07,27,CHN192907272,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Cy Rigler,Lou Jorda,(none),Bob Hart,,,Cy Rigler;Lou Jorda;Bob Hart,,
1929/07/28,1929,07,28,CHN192907280,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Lou Jorda,Bob Hart,(none),Cy Rigler,,,Lou Jorda;Bob Hart;Cy Rigler,,
1929/07/29,1929,07,29,CHN192907290,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Bob Hart,Cy Rigler,(none),Lou Jorda,,,Bob Hart;Cy Rigler;Lou Jorda,,
1929/07/30,1929,07,30,CHN192907300,Boston Braves,Chicago Cubs,Wrigley Field,Ernie Quigley,George Magerkurth,(none),Beans Reardon,,,Ernie Quigley;George Magerkurth;Beans Reardon,,
1929/07/31,1929,07,31,CHN192907311,Boston Braves,Chicago Cubs,Wrigley Field,George Magerkurth,Beans Reardon,(none),Ernie Quigley,,,George Magerkurth;Beans Reardon;Ernie Quigley,,
1929/07/31,1929,07,31,CHN192907312,Boston Braves,Chicago Cubs,Wrigley Field,Beans Reardon,Ernie Quigley,(none),George Magerkurth,,,Beans Reardon;Ernie Quigley;George Magerkurth,,
1929/08/01,1929,08,01,CHN192908010,Boston Braves,Chicago Cubs,Wrigley Field,Ernie Quigley,George Magerkurth,(none),Beans Reardon,,,Ernie Quigley;George Magerkurth;Beans Reardon,,
1929/08/03,1929,08,03,CHN192908030,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Edward McLaughlin,Barry McCormick,(none),Charlie Moran,,,Edward McLaughlin;Barry McCormick;Charlie Moran,Doug McWeeny ejected by Edward McLaughlin,
1929/08/04,1929,08,04,CHN192908040,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Barry McCormick,Charlie Moran,(none),Edward McLaughlin,,,Barry McCormick;Charlie Moran;Edward McLaughlin,,
1929/08/05,1929,08,05,CHN192908050,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Charlie Moran,Edward McLaughlin,(none),Barry McCormick,,,Charlie Moran;Edward McLaughlin;Barry McCormick,Eddie Moore ejected by Barry McCormick,
1929/08/06,1929,08,06,CHN192908060,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Edward McLaughlin,Barry McCormick,(none),Charlie Moran,,,Edward McLaughlin;Barry McCormick;Charlie Moran,,
1929/08/26,1929,08,26,CHN192908260,Cincinnati Reds,Chicago Cubs,Wrigley Field,Ernie Quigley,Charlie Moran,(none),Bob Hart,,,Ernie Quigley;Charlie Moran;Bob Hart,,
1929/08/27,1929,08,27,CHN192908270,Cincinnati Reds,Chicago Cubs,Wrigley Field,Charlie Moran,Bob Hart,(none),Ernie Quigley,,,Charlie Moran;Bob Hart;Ernie Quigley,,
1929/09/01,1929,09,01,CHN192909010,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Bill Klem,George Magerkurth,(none),Bob Hart,,,Bill Klem;George Magerkurth;Bob Hart,,
1929/09/02,1929,09,02,CHN192909021,St. Louis Cardinals,Chicago Cubs,Wrigley Field,George Magerkurth,Bob Hart,(none),Bill Klem,,,George Magerkurth;Bob Hart;Bill Klem,,
1929/09/02,1929,09,02,CHN192909022,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Bob Hart,Bill Klem,(none),George Magerkurth,,,Bob Hart;Bill Klem;George Magerkurth,,
1929/09/07,1929,09,07,CHN192909071,Boston Braves,Chicago Cubs,Wrigley Field,Cy Pfirman,George Magerkurth,(none),Charlie Moran,,,Cy Pfirman;George Magerkurth;Charlie Moran,,
1929/09/07,1929,09,07,CHN192909072,Boston Braves,Chicago Cubs,Wrigley Field,George Magerkurth,Charlie Moran,(none),Cy Pfirman,,,George Magerkurth;Charlie Moran;Cy Pfirman,,
1929/09/09,1929,09,09,CHN192909090,Boston Braves,Chicago Cubs,Wrigley Field,Cy Pfirman,George Magerkurth,(none),Charlie Moran,,,Cy Pfirman;George Magerkurth;Charlie Moran,,
1929/09/11,1929,09,11,CHN192909110,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Bob Hart,Bill Klem,(none),Dolly Stark,,,Bob Hart;Bill Klem;Dolly Stark,,
1929/09/12,1929,09,12,CHN192909120,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Bill Klem,Dolly Stark,(none),Bob Hart,,,Bill Klem;Dolly Stark;Bob Hart,,
1929/09/13,1929,09,13,CHN192909130,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Dolly Stark,Bob Hart,(none),Bill Klem,,,Dolly Stark;Bob Hart;Bill Klem,,
1929/09/14,1929,09,14,CHN192909140,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Barry McCormick,Edward McLaughlin,(none),Cy Rigler,,,Barry McCormick;Edward McLaughlin;Cy Rigler,,
1929/09/15,1929,09,15,CHN192909150,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Edward McLaughlin,Cy Rigler,(none),Barry McCormick,,,Edward McLaughlin;Cy Rigler;Barry McCormick,,
1929/09/17,1929,09,17,CHN192909171,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Cy Rigler,Barry McCormick,(none),Edward McLaughlin,,,Cy Rigler;Barry McCormick;Edward McLaughlin,,
1929/09/17,1929,09,17,CHN192909172,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Barry McCormick,Edward McLaughlin,(none),Cy Rigler,,,Barry McCormick;Edward McLaughlin;Cy Rigler,,
1929/09/18,1929,09,18,CHN192909180,New York Giants,Chicago Cubs,Wrigley Field,Lou Jorda,Bill Klem,(none),Ernie Quigley,,,Lou Jorda;Bill Klem;Ernie Quigley,,
1929/09/19,1929,09,19,CHN192909190,New York Giants,Chicago Cubs,Wrigley Field,Bill Klem,Ernie Quigley,(none),Lou Jorda,,,Bill Klem;Ernie Quigley;Lou Jorda,,
1929/09/21,1929,09,21,CHN192909210,New York Giants,Chicago Cubs,Wrigley Field,Ernie Quigley,Lou Jorda,(none),Bill Klem,,,Ernie Quigley;Lou Jorda;Bill Klem,,
1929/09/22,1929,09,22,CHN192909220,New York Giants,Chicago Cubs,Wrigley Field,Lou Jorda,Bill Klem,(none),Ernie Quigley,,,Lou Jorda;Bill Klem;Ernie Quigley,,
1929/09/28,1929,09,28,CHN192909280,Cincinnati Reds,Chicago Cubs,Wrigley Field,Barry McCormick,George Magerkurth,(none),Cy Rigler,,,Barry McCormick;George Magerkurth;Cy Rigler,,
1929/09/29,1929,09,29,CHN192909290,Cincinnati Reds,Chicago Cubs,Wrigley Field,George Magerkurth,Cy Rigler,(none),Barry McCormick,,,George Magerkurth;Cy Rigler;Barry McCormick,,
1929/04/16,1929,04,16,CIN192904160,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Ernie Quigley,Charlie Moran,(none),Edward McLaughlin,,,Ernie Quigley;Charlie Moran;Edward McLaughlin,,
1929/04/17,1929,04,17,CIN192904170,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Charlie Moran,Edward McLaughlin,(none),Ernie Quigley,,,Charlie Moran;Edward McLaughlin;Ernie Quigley,,
1929/04/18,1929,04,18,CIN192904180,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Ernie Quigley,Charlie Moran,(none),Edward McLaughlin,,,Ernie Quigley;Charlie Moran;Edward McLaughlin,,
1929/04/19,1929,04,19,CIN192904190,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Charlie Moran,Edward McLaughlin,(none),Ernie Quigley,,,Charlie Moran;Edward McLaughlin;Ernie Quigley,,
1929/04/20,1929,04,20,CIN192904200,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Lou Jorda,Bill Klem,(none),George Magerkurth,,,Lou Jorda;Bill Klem;George Magerkurth,,
1929/04/22,1929,04,22,CIN192904220,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Bill Klem,George Magerkurth,(none),Lou Jorda,,,Bill Klem;George Magerkurth;Lou Jorda,,
1929/04/28,1929,04,28,CIN192904280,Chicago Cubs,Cincinnati Reds,Crosley Field,Bill Klem,George Magerkurth,(none),Lou Jorda,,,Bill Klem;George Magerkurth;Lou Jorda,,
1929/04/29,1929,04,29,CIN192904290,Chicago Cubs,Cincinnati Reds,Crosley Field,Lou Jorda,Bill Klem,(none),George Magerkurth,,,Lou Jorda;Bill Klem;George Magerkurth,,
1929/04/30,1929,04,30,CIN192904300,Chicago Cubs,Cincinnati Reds,Crosley Field,Bill Klem,George Magerkurth,(none),Lou Jorda,,,Bill Klem;George Magerkurth;Lou Jorda,,
1929/05/01,1929,05,01,CIN192905010,Chicago Cubs,Cincinnati Reds,Crosley Field,Lou Jorda,Bill Klem,(none),George Magerkurth,,,Lou Jorda;Bill Klem;George Magerkurth,,
1929/05/19,1929,05,19,CIN192905190,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Cy Pfirman,Beans Reardon,(none),Barry McCormick,,,Cy Pfirman;Beans Reardon;Barry McCormick,,
1929/05/20,1929,05,20,CIN192905200,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Beans Reardon,Barry McCormick,(none),Cy Pfirman,,,Beans Reardon;Barry McCormick;Cy Pfirman,,
1929/05/21,1929,05,21,CIN192905210,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Barry McCormick,Cy Pfirman,(none),Beans Reardon,,,Barry McCormick;Cy Pfirman;Beans Reardon,,
1929/05/27,1929,05,27,CIN192905270,Chicago Cubs,Cincinnati Reds,Crosley Field,Bill Klem,George Magerkurth,(none),Lou Jorda,,,Bill Klem;George Magerkurth;Lou Jorda,,
1929/06/01,1929,06,01,CIN192906010,Boston Braves,Cincinnati Reds,Crosley Field,Cy Rigler,Edward McLaughlin,(none),Bob Hart,,,Cy Rigler;Edward McLaughlin;Bob Hart,,
1929/06/03,1929,06,03,CIN192906030,Boston Braves,Cincinnati Reds,Crosley Field,Bob Hart,Cy Rigler,(none),Edward McLaughlin,,,Bob Hart;Cy Rigler;Edward McLaughlin,,
1929/06/04,1929,06,04,CIN192906040,Boston Braves,Cincinnati Reds,Crosley Field,Cy Rigler,Edward McLaughlin,(none),Bob Hart,,,Cy Rigler;Edward McLaughlin;Bob Hart,,
1929/06/05,1929,06,05,CIN192906050,Philadelphia Phillies,Cincinnati Reds,Crosley Field,Barry McCormick,Beans Reardon,(none),(none),,,Barry McCormick;Beans Reardon,,
1929/06/06,1929,06,06,CIN192906060,Philadelphia Phillies,Cincinnati Reds,Crosley Field,Beans Reardon,Barry McCormick,(none),(none),,,Beans Reardon;Barry McCormick,,
1929/06/07,1929,06,07,CIN192906070,Philadelphia Phillies,Cincinnati Reds,Crosley Field,Barry McCormick,Beans Reardon,(none),(none),,,Barry McCormick;Beans Reardon,,
1929/06/08,1929,06,08,CIN192906080,New York Giants,Cincinnati Reds,Crosley Field,Ernie Quigley,Charlie Moran,(none),Cy Pfirman,,,Ernie Quigley;Charlie Moran;Cy Pfirman,,
1929/06/09,1929,06,09,CIN192906090,New York Giants,Cincinnati Reds,Crosley Field,Charlie Moran,Cy Pfirman,(none),Ernie Quigley,,,Charlie Moran;Cy Pfirman;Ernie Quigley,,
1929/06/10,1929,06,10,CIN192906100,New York Giants,Cincinnati Reds,Crosley Field,Cy Pfirman,Ernie Quigley,(none),Charlie Moran,,,Cy Pfirman;Ernie Quigley;Charlie Moran,,
1929/06/11,1929,06,11,CIN192906110,New York Giants,Cincinnati Reds,Crosley Field,Ernie Quigley,Charlie Moran,(none),Cy Pfirman,,,Ernie Quigley;Charlie Moran;Cy Pfirman,,
1929/06/13,1929,06,13,CIN192906130,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Bill Klem,Lou Jorda,(none),George Magerkurth,,,Bill Klem;Lou Jorda;George Magerkurth,,
1929/06/14,1929,06,14,CIN192906140,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,George Magerkurth,Lou Jorda,(none),Bill Klem,,,George Magerkurth;Lou Jorda;Bill Klem,,
1929/06/15,1929,06,15,CIN192906150,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Bill Klem,Lou Jorda,(none),George Magerkurth,,,Bill Klem;Lou Jorda;George Magerkurth,,
1929/06/16,1929,06,16,CIN192906161,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Lou Jorda,George Magerkurth,(none),Cy Rigler,,,Lou Jorda;George Magerkurth;Cy Rigler,,
1929/06/16,1929,06,16,CIN192906162,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,George Magerkurth,Cy Rigler,(none),Lou Jorda,,,George Magerkurth;Cy Rigler;Lou Jorda,,
1929/06/17,1929,06,17,CIN192906170,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Beans Reardon,Ernie Quigley,(none),Barry McCormick,,,Beans Reardon;Ernie Quigley;Barry McCormick,,
1929/06/18,1929,06,18,CIN192906180,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Ernie Quigley,Barry McCormick,(none),Beans Reardon,,,Ernie Quigley;Barry McCormick;Beans Reardon,,
1929/06/19,1929,06,19,CIN192906190,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Barry McCormick,Beans Reardon,(none),Ernie Quigley,,,Barry McCormick;Beans Reardon;Ernie Quigley,,
1929/06/22,1929,06,22,CIN192906220,St. Louis Cardinals,Cincinnati Reds,Crosley Field,George Magerkurth,Cy Rigler,(none),Lou Jorda,,,George Magerkurth;Cy Rigler;Lou Jorda,Frankie Frisch ejected by Cy Rigler,
1929/06/23,1929,06,23,CIN192906230,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Cy Rigler,Lou Jorda,(none),George Magerkurth,,,Cy Rigler;Lou Jorda;George Magerkurth,,
1929/06/30,1929,06,30,CIN192906300,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Cy Rigler,Lou Jorda,(none),George Magerkurth,,,Cy Rigler;Lou Jorda;George Magerkurth,,
1929/07/21,1929,07,21,CIN192907210,Philadelphia Phillies,Cincinnati Reds,Crosley Field,Edward McLaughlin,Bill Klem,(none),Dolly Stark,,,Edward McLaughlin;Bill Klem;Dolly Stark,,
1929/07/23,1929,07,23,CIN192907231,Boston Braves,Cincinnati Reds,Crosley Field,Cy Rigler,Lou Jorda,(none),Bob Hart,,,Cy Rigler;Lou Jorda;Bob Hart,,
1929/07/23,1929,07,23,CIN192907232,Boston Braves,Cincinnati Reds,Crosley Field,Lou Jorda,Bob Hart,(none),Cy Rigler,,,Lou Jorda;Bob Hart;Cy Rigler,,
1929/07/24,1929,07,24,CIN192907240,Boston Braves,Cincinnati Reds,Crosley Field,Bob Hart,Cy Rigler,(none),Lou Jorda,,,Bob Hart;Cy Rigler;Lou Jorda,,
1929/07/25,1929,07,25,CIN192907250,Boston Braves,Cincinnati Reds,Crosley Field,Cy Rigler,Lou Jorda,(none),Bob Hart,,,Cy Rigler;Lou Jorda;Bob Hart,,
1929/07/26,1929,07,26,CIN192907260,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Dolly Stark,Cy Pfirman,(none),Bill Klem,,,Dolly Stark;Cy Pfirman;Bill Klem,,
1929/07/27,1929,07,27,CIN192907270,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Cy Pfirman,Dolly Stark,(none),Bill Klem,,,Cy Pfirman;Dolly Stark;Bill Klem,Val Picinich ejected by Cy Pfirman,
1929/07/28,1929,07,28,CIN192907281,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Bill Klem,Dolly Stark,(none),Cy Pfirman,,,Bill Klem;Dolly Stark;Cy Pfirman,,
1929/07/28,1929,07,28,CIN192907282,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Dolly Stark,Cy Pfirman,(none),Bill Klem,,,Dolly Stark;Cy Pfirman;Bill Klem,,
1929/07/29,1929,07,29,CIN192907290,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Cy Pfirman,Bill Klem,(none),Dolly Stark,,,Cy Pfirman;Bill Klem;Dolly Stark,,
1929/07/30,1929,07,30,CIN192907300,New York Giants,Cincinnati Reds,Crosley Field,Charlie Moran,Edward McLaughlin,(none),Barry McCormick,,,Charlie Moran;Edward McLaughlin;Barry McCormick,,
1929/07/31,1929,07,31,CIN192907310,New York Giants,Cincinnati Reds,Crosley Field,Edward McLaughlin,Barry McCormick,(none),Charlie Moran,,,Edward McLaughlin;Barry McCormick;Charlie Moran,,
1929/08/01,1929,08,01,CIN192908010,New York Giants,Cincinnati Reds,Crosley Field,Barry McCormick,Charlie Moran,(none),Edward McLaughlin,,,Barry McCormick;Charlie Moran;Edward McLaughlin,,
1929/08/02,1929,08,02,CIN192908020,New York Giants,Cincinnati Reds,Crosley Field,Charlie Moran,Edward McLaughlin,(none),Barry McCormick,,,Charlie Moran;Edward McLaughlin;Barry McCormick,,
1929/08/03,1929,08,03,CIN192908030,Philadelphia Phillies,Cincinnati Reds,Crosley Field,Beans Reardon,Bill Klem,(none),Bob Hart,,,Beans Reardon;Bill Klem;Bob Hart,,
1929/08/04,1929,08,04,CIN192908040,Philadelphia Phillies,Cincinnati Reds,Crosley Field,Bill Klem,Bob Hart,(none),Beans Reardon,,,Bill Klem;Bob Hart;Beans Reardon,,
1929/08/05,1929,08,05,CIN192908050,Philadelphia Phillies,Cincinnati Reds,Crosley Field,Bob Hart,Beans Reardon,(none),Bill Klem,,,Bob Hart;Beans Reardon;Bill Klem,,
1929/08/25,1929,08,25,CIN192908251,Chicago Cubs,Cincinnati Reds,Crosley Field,Ernie Quigley,Bob Hart,(none),(none),,,Ernie Quigley;Bob Hart,,
1929/08/25,1929,08,25,CIN192908252,Chicago Cubs,Cincinnati Reds,Crosley Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1929/08/31,1929,08,31,CIN192908310,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Bob Hart,George Magerkurth,(none),(none),,,Bob Hart;George Magerkurth,,
1929/09/01,1929,09,01,CIN192909010,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1929/09/04,1929,09,04,CIN192909040,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Bill Klem,George Magerkurth,(none),Bob Hart,,,Bill Klem;George Magerkurth;Bob Hart,,
1929/09/05,1929,09,05,CIN192909050,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,George Magerkurth,Bob Hart,(none),Bill Klem,,,George Magerkurth;Bob Hart;Bill Klem,,
1929/09/09,1929,09,09,CIN192909091,New York Giants,Cincinnati Reds,Crosley Field,Cy Rigler,Barry McCormick,(none),Edward McLaughlin,,,Cy Rigler;Barry McCormick;Edward McLaughlin,,
1929/09/09,1929,09,09,CIN192909092,New York Giants,Cincinnati Reds,Crosley Field,Barry McCormick,Edward McLaughlin,(none),Cy Rigler,,,Barry McCormick;Edward McLaughlin;Cy Rigler,,
1929/09/10,1929,09,10,CIN192909100,New York Giants,Cincinnati Reds,Crosley Field,Edward McLaughlin,Cy Rigler,(none),Barry McCormick,,,Edward McLaughlin;Cy Rigler;Barry McCormick,,
1929/09/11,1929,09,11,CIN192909110,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,George Magerkurth,Cy Pfirman,(none),(none),,,George Magerkurth;Cy Pfirman,,
1929/09/12,1929,09,12,CIN192909120,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,Cy Pfirman,George Magerkurth,(none),(none),,,Cy Pfirman;George Magerkurth,,
1929/09/13,1929,09,13,CIN192909130,Brooklyn Dodgers,Cincinnati Reds,Crosley Field,George Magerkurth,Cy Pfirman,(none),(none),,,George Magerkurth;Cy Pfirman,,
1929/09/14,1929,09,14,CIN192909140,Boston Braves,Cincinnati Reds,Crosley Field,Lou Jorda,Ernie Quigley,(none),(none),,,Lou Jorda;Ernie Quigley,,
